"booking_status","booking_type","previous_cancellations","previous_non_canceled_bookings","adults","children","weekend_nights","week_nights","room_price","special_requests","meal_plan","reserved_parking_space","room_type","lead_time_days","arrival_occupancy_season"
"not_canceled","online",0,0,2,1,2,3,125.45,2,"continental",0,"studio",126,"moderate"
"not_canceled","mobile_app",0,0,1,0,1,1,90.6,0,"modified_american",0,"suite",88,"moderate"
"not_canceled","online",0,0,2,0,1,1,140.4,1,"continental",1,"studio",38,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,90,0,"modified_american",0,"suite",292,"peak"
"not_canceled","online",0,0,2,0,0,2,80.3,1,"continental",0,"suite",46,"low"
"not_canceled","online",0,0,2,0,1,4,118.98,0,"continental",0,"suite",23,"moderate"
"canceled","online",0,0,2,0,1,1,90.45,0,"continental",0,"suite",94,"moderate"
"not_canceled","online",0,0,2,0,0,0,125.8,1,"continental",0,"studio",12,"low"
"canceled","online",0,0,1,0,0,1,78.48,0,"american",0,"suite",181,"moderate"
"not_canceled","online",0,0,2,0,2,2,94.5,1,"continental",1,"suite",30,"moderate"
"canceled","online",0,0,2,0,0,2,115,1,"modified_american",1,"suite",346,"moderate"
"canceled","online",0,0,2,0,0,3,111,0,"continental",0,"suite",10,"moderate"
"not_canceled","online",0,0,2,0,0,2,127,2,"continental",0,"suite",2,"moderate"
"not_canceled","travel_agency",0,0,2,0,2,5,81.9,1,"continental",0,"suite",38,"moderate"
"not_canceled","mobile_app",0,0,1,0,1,1,76,0,"continental",1,"suite",57,"moderate"
"not_canceled","online",0,0,2,0,2,4,80.79,1,"continental",1,"suite",4,"low"
"not_canceled","mobile_app",0,0,2,0,0,3,80.75,2,"continental",0,"suite",101,"moderate"
"canceled","mobile_app",0,0,2,0,0,3,89,0,"continental",0,"suite",304,"low"
"not_canceled","online",0,0,2,0,2,2,135.9,1,"continental",0,"suite",34,"peak"
"canceled","online",0,0,2,0,2,6,107.1,0,"american",1,"suite",101,"peak"
"not_canceled","travel_agency",0,0,2,0,1,2,125.1,1,"american",0,"suite",44,"moderate"
"not_canceled","online",0,0,2,0,1,1,118,1,"continental",0,"suite",5,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,4,75,0,"continental",1,"suite",91,"moderate"
"canceled","mobile_app",0,0,1,0,2,2,100,0,"continental",0,"suite",163,"peak"
"not_canceled","online",0,0,2,1,0,1,110,3,"continental",0,"suite",5,"low"
"not_canceled","online",0,0,2,0,2,0,96,0,"american",1,"suite",0,"peak"
"not_canceled","mobile_app",0,0,1,0,0,2,100,0,"continental",1,"suite",164,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,0,90,0,"continental",0,"suite",141,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,1,104,0,"modified_american",0,"suite",55,"moderate"
"not_canceled","online",0,0,2,0,0,2,88,1,"american",0,"suite",80,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,140,0,"continental",0,"suite",30,"peak"
"not_canceled","online",0,0,2,0,2,1,96.3,0,"continental",0,"studio",105,"moderate"
"canceled","travel_agency",0,0,2,0,0,3,154,1,"continental",0,"studio",57,"moderate"
"canceled","online",0,0,1,0,1,3,173,1,"american",0,"suite",69,"low"
"canceled","travel_agency",0,0,1,0,1,2,100,0,"continental",0,"suite",280,"moderate"
"not_canceled","online",0,0,2,0,2,4,88.4,2,"continental",0,"suite",13,"low"
"not_canceled","online",0,0,1,0,1,0,82,0,"continental",0,"suite",4,"low"
"canceled","mobile_app",0,0,2,0,2,2,106,0,"modified_american",0,"suite",169,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,90,0,"modified_american",0,"suite",320,"peak"
"canceled","online",0,0,1,0,2,2,130.48,0,"continental",0,"studio",8,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,1,75,0,"continental",0,"suite",73,"low"
"not_canceled","mobile_app",0,0,2,1,2,2,89.55,0,"continental",0,"suite",92,"moderate"
"not_canceled","corporate_partner",0,2,1,0,0,1,110,1,"continental",1,"studio",0,"moderate"
"canceled","online",0,0,2,0,0,4,123.25,0,"continental",0,"studio",169,"moderate"
"canceled","online",0,0,2,0,0,3,94.5,0,"american",0,"suite",63,"moderate"
"not_canceled","online",0,0,2,0,0,2,79,1,"american",1,"suite",7,"low"
"not_canceled","online",0,0,2,0,2,0,116.1,2,"american",0,"suite",49,"moderate"
"not_canceled","mobile_app",0,0,1,0,1,1,75,0,"continental",0,"suite",3,"peak"
"not_canceled","corporate_partner",0,0,1,0,0,1,80,0,"continental",0,"suite",99,"low"
"not_canceled","corporate_partner",0,6,1,0,0,1,119,1,"continental",0,"studio",14,"moderate"
"not_canceled","online",0,0,2,0,1,2,113.33,1,"continental",0,"suite",17,"moderate"
"canceled","online",0,0,2,0,0,2,127.8,1,"modified_american",0,"suite",59,"low"
"canceled","online",0,0,2,0,0,4,95.63,0,"american",0,"suite",170,"peak"
"not_canceled","mobile_app",0,0,2,0,0,4,117,1,"modified_american",0,"suite",7,"moderate"
"not_canceled","online",0,0,2,0,1,3,103.5,0,"continental",0,"suite",1,"moderate"
"canceled","online",0,0,2,0,2,2,95.2,0,"continental",0,"suite",34,"low"
"not_canceled","online",0,0,2,0,2,5,97.75,1,"continental",0,"studio",4,"low"
"not_canceled","corporate_partner",0,0,1,0,1,1,89,0,"continental",1,"suite",42,"peak"
"canceled","online",0,0,2,0,0,1,85.5,0,"american",0,"suite",82,"peak"
"not_canceled","online",0,0,2,2,0,1,190,0,"continental",0,"executive_suite",4,"low"
"canceled","online",0,0,2,0,2,2,89.25,0,"american",0,"suite",126,"moderate"
"not_canceled","travel_agency",0,0,2,0,0,2,101.5,0,"modified_american",1,"suite",39,"peak"
"not_canceled","mobile_app",0,0,1,0,2,1,85,0,"continental",0,"suite",44,"moderate"
"canceled","online",0,0,2,0,2,3,90.95,0,"continental",0,"suite",205,"peak"
"not_canceled","online",0,0,1,0,0,3,119,1,"continental",1,"suite",37,"moderate"
"canceled","online",0,0,2,0,0,2,140.4,0,"continental",0,"studio",64,"moderate"
"not_canceled","online",0,0,1,0,0,1,129,1,"american",0,"suite",0,"peak"
"canceled","online",0,0,2,0,0,2,114.3,0,"continental",0,"suite",115,"peak"
"canceled","online",0,0,2,0,0,1,121.6,0,"continental",0,"suite",4,"peak"
"canceled","mobile_app",0,0,2,0,0,2,120,0,"continental",0,"suite",317,"moderate"
"not_canceled","online",0,0,1,0,1,4,90.71,1,"continental",0,"suite",0,"moderate"
"canceled","travel_agency",0,0,2,0,1,2,80,0,"continental",0,"suite",91,"moderate"
"not_canceled","online",0,0,2,0,0,3,105.3,0,"continental",0,"suite",148,"moderate"
"canceled","online",0,0,2,0,2,3,76.5,0,"continental",0,"suite",85,"peak"
"canceled","mobile_app",0,0,1,0,0,1,115,0,"continental",0,"suite",163,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,80,0,"continental",0,"suite",91,"moderate"
"canceled","travel_agency",0,0,2,0,2,1,115,0,"continental",0,"suite",93,"moderate"
"not_canceled","online",0,0,2,0,1,2,116.1,1,"american",0,"suite",56,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,1,105,1,"continental",0,"suite",58,"moderate"
"canceled","online",0,0,2,1,0,2,121.5,0,"continental",0,"suite",120,"peak"
"canceled","online",0,0,2,0,0,2,115,0,"modified_american",0,"suite",292,"peak"
"not_canceled","mobile_app",0,0,2,0,0,3,75,0,"continental",0,"suite",44,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,109,0,"modified_american",0,"suite",102,"moderate"
"canceled","mobile_app",0,0,2,0,2,1,94.5,0,"modified_american",0,"suite",117,"peak"
"canceled","online",0,0,2,0,1,2,116.1,0,"american",0,"suite",88,"peak"
"canceled","mobile_app",0,0,2,0,1,2,95,0,"continental",0,"suite",273,"moderate"
"not_canceled","online",0,0,2,0,2,2,99.45,1,"continental",0,"suite",14,"moderate"
"canceled","online",0,0,2,0,0,3,109.8,0,"continental",0,"studio",72,"moderate"
"canceled","online",0,0,1,0,0,1,85.5,0,"continental",0,"suite",59,"moderate"
"canceled","online",0,0,2,0,2,1,118.8,0,"continental",0,"suite",139,"moderate"
"not_canceled","online",0,0,2,0,2,5,76.3,1,"continental",0,"suite",129,"peak"
"not_canceled","online",0,0,2,1,0,1,100.1,2,"continental",1,"suite",37,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,2,75,0,"continental",0,"suite",53,"low"
"not_canceled","online",0,0,2,1,0,3,135,1,"continental",0,"suite",103,"moderate"
"canceled","online",0,0,2,0,0,4,128.99,1,"continental",1,"studio",39,"moderate"
"canceled","online",0,0,2,0,0,1,223,0,"continental",1,"studio",0,"moderate"
"not_canceled","online",0,0,2,0,2,2,96.3,0,"continental",0,"suite",1,"peak"
"not_canceled","online",0,0,2,0,0,2,157.5,1,"continental",0,"studio",35,"moderate"
"canceled","online",0,0,2,0,0,4,105.25,1,"continental",0,"suite",232,"peak"
"not_canceled","mobile_app",0,0,2,0,2,0,87,0,"continental",0,"suite",13,"low"
"not_canceled","online",0,0,2,0,0,3,79.2,0,"continental",0,"suite",56,"moderate"
"canceled","travel_agency",0,0,2,1,2,4,122.25,1,"continental",0,"suite",180,"peak"
"not_canceled","online",0,0,2,0,1,3,76.58,1,"continental",1,"suite",60,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,100,0,"continental",0,"suite",14,"moderate"
"not_canceled","online",0,0,2,2,1,2,178.67,2,"continental",1,"executive_suite",3,"low"
"not_canceled","online",0,0,2,0,0,1,89,0,"american",0,"suite",2,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,1,120,0,"continental",0,"suite",56,"peak"
"not_canceled","online",0,0,2,0,0,3,93.6,1,"continental",0,"suite",56,"low"
"not_canceled","online",0,0,2,0,0,5,90.44,0,"modified_american",1,"suite",26,"moderate"
"canceled","mobile_app",0,0,2,0,0,1,75,0,"continental",0,"suite",105,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,101.5,0,"modified_american",0,"suite",74,"moderate"
"canceled","mobile_app",0,0,1,0,1,2,75,0,"continental",0,"suite",114,"peak"
"not_canceled","travel_agency",0,0,2,0,0,1,108,0,"continental",0,"studio",17,"moderate"
"not_canceled","online",0,0,2,0,1,1,98.1,1,"american",0,"suite",199,"moderate"
"not_canceled","online",0,0,1,0,0,1,102.6,2,"american",1,"suite",36,"moderate"
"not_canceled","mobile_app",0,0,1,0,1,1,126.5,0,"modified_american",0,"studio",71,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,100,1,"continental",1,"suite",47,"peak"
"not_canceled","online",0,0,2,0,2,5,140.4,1,"continental",0,"studio",77,"peak"
"canceled","mobile_app",0,0,2,0,1,0,90,0,"continental",1,"suite",141,"moderate"
"not_canceled","online",0,0,2,0,1,0,114,2,"american",0,"suite",5,"moderate"
"not_canceled","travel_agency",0,0,2,0,1,1,108,1,"american",1,"suite",52,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,3,99.45,0,"continental",0,"suite",102,"low"
"not_canceled","mobile_app",0,0,1,0,0,3,120,0,"continental",1,"suite",71,"peak"
"not_canceled","online",0,0,2,0,1,2,126.9,3,"continental",1,"suite",83,"peak"
"not_canceled","online",0,0,1,1,2,1,198.9,0,"continental",0,"executive_suite",69,"moderate"
"not_canceled","online",0,0,2,0,1,1,105.3,1,"continental",0,"suite",101,"peak"
"canceled","online",0,0,1,0,0,3,78.3,2,"continental",0,"suite",308,"low"
"not_canceled","online",0,0,2,0,0,0,86.4,0,"continental",0,"suite",56,"low"
"not_canceled","travel_agency",0,0,2,0,1,3,90.95,1,"continental",0,"studio",115,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,87,0,"modified_american",1,"suite",74,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,1,75,1,"continental",1,"suite",55,"moderate"
"not_canceled","online",0,0,2,0,2,2,116.73,1,"continental",0,"suite",136,"peak"
"canceled","mobile_app",0,0,2,0,0,2,115,1,"modified_american",0,"suite",346,"moderate"
"canceled","online",0,0,2,0,2,0,109.65,0,"american",0,"suite",174,"moderate"
"not_canceled","online",0,0,2,0,2,3,82.4,0,"american",0,"suite",13,"peak"
"canceled","mobile_app",0,0,2,0,2,0,110,0,"modified_american",0,"suite",275,"moderate"
"canceled","mobile_app",0,0,2,0,0,0,110,0,"continental",1,"suite",279,"moderate"
"canceled","online",0,0,2,0,0,1,95.62,0,"continental",1,"presidential_suite",220,"peak"
"canceled","online",0,0,2,0,3,6,116.1,0,"american",0,"suite",164,"moderate"
"not_canceled","online",0,0,2,0,2,1,160,2,"continental",0,"suite",13,"moderate"
"not_canceled","online",0,0,2,0,1,5,132.6,2,"continental",0,"studio",51,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,1,96.3,0,"continental",0,"studio",44,"peak"
"not_canceled","online",0,0,2,0,1,3,80.75,1,"american",1,"suite",239,"moderate"
"not_canceled","online",0,0,2,0,0,2,166.25,3,"continental",0,"studio",29,"moderate"
"not_canceled","online",0,0,1,0,3,7,76.59,0,"continental",0,"suite",10,"low"
"canceled","travel_agency",0,0,1,0,0,2,130,0,"continental",0,"suite",188,"peak"
"not_canceled","online",0,0,2,0,2,4,107,1,"continental",1,"suite",20,"moderate"
"canceled","online",0,0,2,2,2,3,212.42,0,"modified_american",0,"executive_suite",44,"moderate"
"not_canceled","online",0,0,1,0,2,2,85.85,1,"continental",1,"suite",15,"low"
"canceled","online",0,0,2,0,0,2,100,0,"continental",0,"suite",211,"moderate"
"canceled","online",0,0,1,0,2,0,103.5,0,"continental",0,"suite",42,"moderate"
"not_canceled","online",0,0,1,0,0,3,114,1,"continental",0,"suite",14,"moderate"
"not_canceled","mobile_app",0,0,1,0,1,3,85,0,"continental",0,"suite",81,"moderate"
"not_canceled","mobile_app",0,0,2,1,2,2,110.5,1,"continental",0,"studio",23,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,2,75,0,"continental",0,"suite",67,"low"
"canceled","online",0,0,2,0,0,1,144.9,0,"continental",0,"studio",168,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,4,106.08,0,"continental",0,"suite",94,"moderate"
"canceled","mobile_app",0,0,1,0,0,2,130,0,"continental",0,"suite",188,"peak"
"canceled","travel_agency",0,0,2,0,1,0,132,0,"continental",0,"suite",191,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,90,0,"continental",0,"suite",121,"peak"
"not_canceled","mobile_app",0,0,1,0,0,1,109.65,0,"continental",1,"suite",1,"moderate"
"not_canceled","mobile_app",1,0,2,0,0,3,90,0,"continental",0,"suite",19,"moderate"
"not_canceled","online",0,0,2,1,1,0,101,0,"continental",0,"suite",1,"moderate"
"canceled","mobile_app",0,0,2,0,2,1,90,0,"continental",0,"suite",205,"moderate"
"not_canceled","online",0,0,1,0,0,3,129,0,"american",1,"suite",25,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,3,120,0,"continental",0,"suite",71,"peak"
"not_canceled","online",0,0,2,2,0,3,231,1,"modified_american",0,"executive_suite",84,"low"
"not_canceled","online",0,0,2,1,0,4,103.7,2,"continental",1,"suite",92,"low"
"not_canceled","online",0,0,2,0,1,1,96.3,1,"continental",0,"suite",235,"peak"
"not_canceled","online",0,0,2,0,0,1,118,1,"american",1,"suite",21,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,100,0,"continental",0,"suite",211,"moderate"
"canceled","online",0,0,1,0,0,1,98.1,0,"american",0,"suite",33,"moderate"
"not_canceled","online",0,0,2,0,2,1,106.33,1,"continental",0,"suite",6,"low"
"canceled","online",0,0,2,0,2,1,111.3,1,"continental",0,"suite",154,"peak"
"canceled","mobile_app",0,0,2,0,1,2,90,0,"continental",0,"suite",198,"moderate"
"not_canceled","online",0,0,2,1,2,4,114.75,2,"continental",0,"suite",132,"peak"
"canceled","mobile_app",0,0,2,0,2,5,80,0,"continental",0,"suite",277,"moderate"
"not_canceled","online",0,0,1,0,0,2,93.17,1,"continental",1,"suite",13,"peak"
"not_canceled","mobile_app",0,0,1,0,0,2,87,0,"modified_american",0,"suite",273,"peak"
"not_canceled","online",0,0,2,0,0,1,89,1,"american",1,"suite",1,"moderate"
"not_canceled","online",0,0,2,1,0,3,165.67,2,"continental",1,"suite",15,"moderate"
"not_canceled","online",1,0,2,0,2,0,107,2,"continental",1,"suite",13,"low"
"canceled","mobile_app",0,0,2,0,1,2,101,0,"modified_american",1,"suite",309,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,115,1,"modified_american",0,"suite",377,"moderate"
"not_canceled","online",0,0,2,0,2,1,119.67,1,"continental",0,"suite",11,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,2,80.75,1,"continental",1,"suite",172,"moderate"
"not_canceled","corporate_partner",0,2,1,0,0,1,94,0,"continental",1,"studio",6,"low"
"canceled","online",0,0,2,0,0,2,115,1,"modified_american",0,"suite",377,"moderate"
"not_canceled","online",0,0,2,0,0,1,79.2,1,"american",0,"suite",35,"low"
"canceled","online",0,0,2,0,0,1,80,0,"continental",0,"suite",221,"peak"
"not_canceled","mobile_app",0,0,2,0,0,2,101.5,0,"modified_american",1,"suite",74,"moderate"
"not_canceled","online",0,0,2,0,1,3,99.71,2,"continental",0,"suite",213,"moderate"
"canceled","online",0,0,2,1,2,2,113.6,0,"continental",0,"suite",42,"moderate"
"not_canceled","corporate_partner",0,0,1,0,1,0,77,0,"continental",0,"suite",5,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,109,0,"modified_american",1,"suite",74,"moderate"
"canceled","online",0,0,2,0,1,3,76.5,1,"continental",0,"suite",157,"peak"
"canceled","online",0,0,2,0,2,4,112.2,1,"continental",0,"studio",180,"peak"
"canceled","online",0,0,2,0,2,2,95.2,0,"continental",0,"suite",122,"moderate"
"not_canceled","online",0,0,2,0,1,2,99.33,1,"american",0,"suite",21,"moderate"
"not_canceled","online",0,0,1,0,1,2,134.33,0,"continental",1,"suite",12,"peak"
"not_canceled","mobile_app",0,0,2,0,1,3,95,0,"continental",0,"suite",107,"moderate"
"not_canceled","online",0,0,2,1,2,2,148.75,1,"continental",0,"suite",51,"low"
"not_canceled","travel_agency",0,0,2,0,0,2,98.4,2,"continental",1,"suite",23,"moderate"
"not_canceled","online",0,0,2,0,2,5,106.75,1,"american",0,"suite",143,"peak"
"not_canceled","online",0,0,2,0,1,4,91,1,"continental",1,"suite",19,"moderate"
"not_canceled","online",0,0,2,2,1,3,187.85,1,"continental",0,"executive_suite",77,"moderate"
"not_canceled","mobile_app",0,0,2,0,1,3,80.75,0,"continental",0,"suite",83,"moderate"
"not_canceled","online",0,0,2,0,1,3,114.96,1,"continental",1,"presidential_suite",134,"peak"
"canceled","online",0,0,2,0,1,0,115.2,2,"continental",0,"studio",253,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,2,85,0,"continental",0,"suite",11,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,107,0,"modified_american",0,"suite",418,"moderate"
"not_canceled","online",0,0,1,0,0,1,109,1,"american",0,"suite",20,"peak"
"not_canceled","online",0,0,2,1,0,2,158,2,"continental",1,"suite",18,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,101.5,0,"modified_american",0,"suite",74,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,101.5,0,"modified_american",0,"suite",102,"moderate"
"not_canceled","online",0,0,2,0,1,3,122.19,1,"modified_american",1,"suite",21,"low"
"not_canceled","travel_agency",0,0,2,0,0,3,105,0,"continental",0,"suite",37,"moderate"
"not_canceled","online",0,0,2,0,1,4,126,1,"continental",1,"suite",13,"moderate"
"canceled","online",0,0,2,0,2,0,115,1,"modified_american",0,"suite",386,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,0,75.8,0,"continental",1,"studio",38,"low"
"not_canceled","mobile_app",1,0,1,0,0,3,80,0,"continental",1,"suite",19,"moderate"
"not_canceled","corporate_partner",0,9,1,0,0,1,98,1,"continental",1,"suite",19,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,80,0,"continental",0,"suite",338,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,89,0,"continental",0,"suite",305,"low"
"canceled","online",0,0,2,0,1,2,93,0,"continental",0,"suite",17,"low"
"canceled","mobile_app",0,0,2,0,2,1,77.04,0,"continental",0,"suite",53,"peak"
"not_canceled","online",0,0,2,0,0,2,96.3,1,"continental",0,"suite",141,"peak"
"not_canceled","mobile_app",0,0,1,0,2,4,76,0,"modified_american",1,"suite",327,"moderate"
"not_canceled","online",0,0,2,0,2,1,93,2,"continental",0,"suite",20,"low"
"not_canceled","mobile_app",0,0,2,0,0,2,101.5,0,"modified_american",1,"suite",74,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,2,100,0,"continental",0,"suite",164,"moderate"
"not_canceled","online",0,0,2,1,0,2,152.1,1,"continental",0,"suite",42,"peak"
"not_canceled","online",0,0,2,2,0,3,110.7,0,"continental",1,"studio",193,"low"
"canceled","online",1,0,1,0,0,1,91,0,"continental",0,"suite",361,"low"
"not_canceled","online",0,0,2,0,0,2,113.4,1,"continental",0,"suite",65,"low"
"not_canceled","online",0,0,2,0,0,4,96.3,1,"continental",1,"suite",60,"low"
"not_canceled","online",0,0,2,0,1,1,165,3,"continental",0,"suite",9,"peak"
"canceled","mobile_app",0,0,1,0,0,2,95,0,"continental",0,"suite",172,"peak"
"not_canceled","mobile_app",0,0,2,0,1,2,75,2,"continental",0,"suite",5,"peak"
"not_canceled","mobile_app",0,0,1,0,1,3,120,0,"continental",0,"studio",46,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,3,80.75,0,"continental",0,"suite",81,"moderate"
"canceled","mobile_app",0,0,2,0,0,2,85,0,"continental",0,"suite",122,"moderate"
"canceled","online",0,0,1,2,2,4,190.8,0,"continental",0,"executive_suite",81,"moderate"
"not_canceled","online",0,0,2,0,1,2,205,2,"continental",0,"suite",11,"low"
"canceled","mobile_app",0,0,1,0,2,4,99.45,0,"continental",0,"suite",245,"peak"
"not_canceled","online",0,0,2,0,0,3,87.78,2,"american",1,"suite",22,"moderate"
"canceled","online",0,0,2,0,2,1,87.3,0,"continental",0,"suite",88,"moderate"
"not_canceled","online",0,0,1,0,0,4,114,2,"continental",0,"suite",5,"moderate"
"not_canceled","mobile_app",0,0,2,0,0,2,116,0,"modified_american",0,"suite",63,"moderate"
"not_canceled","online",0,0,2,0,1,2,104.4,1,"continental",0,"studio",110,"moderate"
"not_canceled","online",0,0,2,0,0,2,140.4,1,"continental",0,"studio",67,"moderate"
"not_canceled","mobile_app",0,0,1,0,0,5,85,0,"continental",1,"suite",82,"moderate"
"canceled","online",0,0,1,0,1,1,88.2,0,"continental",0,"suite",66,"moderate"
"not_canceled","corporate_partner",1,0,2,0,2,0,100,0,"continental",0,"suite",5,"moderate"
"not_canceled","corporate_partner",0,1,1,0,0,1,98,1,"continental",1,"suite",4,"peak"
"canceled","online",0,0,2,0,2,3,119.85,0,"continental",0,"suite",179,"moderate"
"not_canceled","online",0,0,2,0,1,0,85.5,1,"american",1,"suite",93,"peak"
"not_canceled","mobile_app",0,0,1,0,1,2,75,0,"continental",1,"suite",91,"moderate"
"not_canceled","travel_agency",3,13,2,0,0,1,75,0,"continental",0,"suite",9,"moderate"
"not_canceled","online",0,0,2,0,0,1,149.4,1,"continental",0,"suite",43,"moderate"
"canceled","online",0,0,2,0,0,2,119,1,"american",0,"suite",11,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,1,90.95,1,"continental",0,"studio",172,"moderate"
"not_canceled","online",0,0,2,0,2,2,137.1,1,"continental",0,"studio",71,"moderate"
"canceled","online",0,0,2,0,2,4,76.5,0,"continental",0,"suite",59,"peak"
"canceled","online",0,0,1,0,0,3,116.1,0,"continental",0,"suite",161,"moderate"
"not_canceled","online",0,0,1,0,1,3,91,1,"continental",1,"suite",0,"low"
"canceled","mobile_app",0,0,1,0,0,3,90,0,"continental",0,"suite",204,"moderate"
"canceled","online",0,0,2,0,0,3,100.8,2,"continental",0,"suite",173,"moderate"
"not_canceled","online",11,4,1,0,0,2,77.5,0,"continental",0,"suite",2,"low"
"not_canceled","online",0,0,2,2,0,3,207,2,"continental",0,"executive_suite",24,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,1,94.5,0,"modified_american",0,"suite",145,"peak"
"not_canceled","online",0,0,2,0,0,2,88.4,0,"continental",0,"suite",30,"moderate"
"canceled","mobile_app",0,0,2,0,2,0,95,0,"continental",0,"suite",146,"moderate"
"not_canceled","online",0,0,1,0,0,2,79.2,1,"american",1,"suite",73,"low"
"not_canceled","corporate_partner",0,1,1,0,1,0,88,0,"continental",0,"suite",3,"low"
"canceled","corporate_partner",0,0,1,0,1,1,79,0,"continental",0,"suite",0,"low"
"canceled","online",0,0,1,0,0,0,102.6,0,"american",0,"suite",36,"moderate"
"not_canceled","online",0,0,1,1,0,1,75,0,"american",0,"suite",1,"low"
"canceled","online",0,0,1,0,2,3,157.14,1,"american",0,"suite",38,"low"
"not_canceled","online",0,0,2,0,2,3,85,2,"continental",1,"suite",167,"low"
"canceled","mobile_app",0,0,2,0,2,0,105,0,"modified_american",0,"suite",75,"moderate"
"canceled","online",0,0,2,0,1,1,134,1,"american",0,"suite",19,"moderate"
"not_canceled","online",0,0,2,0,0,0,76.5,1,"continental",1,"presidential_suite",107,"peak"
"not_canceled","online",0,0,2,0,0,1,128,2,"american",0,"suite",1,"peak"
"not_canceled","online",0,0,2,1,1,1,134.1,1,"continental",0,"suite",101,"peak"
"not_canceled","travel_agency",0,0,2,0,0,3,104,0,"continental",1,"suite",24,"moderate"
"not_canceled","online",0,0,2,0,1,0,85.5,1,"american",0,"suite",175,"peak"
"canceled","mobile_app",0,0,2,0,0,2,115,1,"modified_american",0,"suite",265,"peak"
"canceled","corporate_partner",0,0,1,0,0,2,95,0,"continental",0,"suite",28,"moderate"
"not_canceled","online",0,0,2,0,1,1,78,1,"american",1,"suite",7,"low"
"canceled","online",0,0,1,0,0,1,156,0,"continental",0,"studio",4,"moderate"
"canceled","online",0,0,2,0,0,1,97.71,1,"continental",1,"suite",182,"moderate"
"canceled","online",0,0,2,0,0,1,117.9,0,"continental",0,"suite",38,"peak"
"canceled","online",0,0,2,0,1,5,90.95,0,"continental",0,"suite",233,"peak"
"canceled","online",0,0,2,0,0,2,76.5,0,"american",0,"suite",8,"low"
"not_canceled","mobile_app",0,0,1,0,0,1,90,0,"continental",0,"suite",1,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,3,106.75,0,"modified_american",0,"suite",68,"moderate"
"not_canceled","online",0,0,2,0,0,2,80.3,1,"continental",0,"suite",11,"low"
"not_canceled","online",0,0,2,0,1,1,165,0,"continental",0,"suite",0,"moderate"
"not_canceled","mobile_app",0,0,2,0,2,1,94.5,0,"modified_american",0,"suite",145,"peak"
"canceled","mobile_app",0,0,2,0,0,3,110,0,"continental",0,"suite",279,"moderate"
"not_canceled","online",0,0,2,0,2,2,102.4,0,"continental",0,"suite",20,"low"
"not_canceled","mobile_app",1,0,2,0,0,3,90,0,"continental",0,"suite",19,"moderate"
"not_canceled","online",0,0,2,0,0,0,129.34,0,"continental",1,"studio",123,"moderate"
"canceled","online",0,0,2,0,2,0,95,0,"continental",1,"suite",146,"moderate"
"not_canceled","travel_agency",0,0,2,0,1,0,99,2,"continental",0,"suite",19,"moderate"
"canceled","mobile_app",0,0,2,0,1,2,89,0,"continental",0,"suite",305,"low"
"not_canceled","mobile_app",0,0,1,0,0,2,108,0,"modified_american",0,"studio",80,"moderate"
"canceled","online",0,0,2,0,2,2,135.9,0,"continental",0,"suite",38,"peak"
"canceled","mobile_app",0,0,1,0,0,2,80,0,"modified_american",0,"suite",102,"moderate"
"not_canceled","travel_agency",0,0,2,0,0,4,105,0,"modified_american",0,"suite",65,"moderate"
